plithos stoixeion katanomis,xronos katanomis,ipodianisma1,ipodiastima2,ipodiastima3
20000,5.426453590393066,19748,8572,2460
20000,5.17778468132019,12461,7421,1037
20000,4.478313207626343,16406,14991,11434
20000,4.456371068954468,8816,2377,1576
20000,4.42715048789978,13431,7107,3451
20000,4.340975046157837,7352,6029,1140
20000,4.430852651596069,16955,14953,5288
20000,4.267214298248291,13855,3018,1579
20000,4.402746915817261,3033,2205,941
20000,4.45276403427124,11546,9015,313
20000,4.522112846374512,14597,6274,2091
20000,4.386977434158325,7889,6873,951
20000,4.429178953170776,2077,296,65
20000,4.417185306549072,16031,10910,6252
20000,4.312668085098267,14446,7110,880
20000,4.438452959060669,8864,546,387
20000,4.36229133605957,19295,13566,12347
20000,4.49940299987793,9765,6053,5015
20000,4.485469818115234,17822,11932,6941
20000,4.473896741867065,6266,4771,1201
20000,4.3241002559661865,13464,138,44
20000,4.333017349243164,13939,5221,2243
20000,4.429724931716919,15204,7158,2614
20000,4.487107515335083,537,298,143
20000,4.380682468414307,15538,12588,4109
20000,4.42233943939209,7486,5124,4072
20000,4.406434535980225,14915,4182,1686
20000,4.51576828956604,2112,1595,448
20000,4.366196870803833,1279,842,16
20000,4.435115098953247,9125,3737,2414
20000,4.465348243713379,7224,1380,1001
20000,4.470094919204712,7188,2505,2467
20000,4.352044582366943,2100,240,31
20000,4.387943267822266,3491,2706,1629
20000,4.2315661907196045,8777,906,505
20000,4.438547611236572,4255,825,756
20000,4.465528726577759,16090,1983,309
20000,4.534257650375366,19038,14274,10525
20000,4.387265682220459,9727,5551,3723
20000,7.548022270202637,18564,3321,416
20000,5.046178579330444,19461,92,71
20000,4.43965220451355,7290,4096,1639
20000,4.459624290466309,18264,15506,4177
20000,4.497788429260254,7447,3450,959
20000,4.402961254119873,6100,3527,3131
20000,4.408225774765015,7289,4537,3280
20000,4.279646873474121,1455,1290,913
20000,4.443448543548584,541,380,259
20000,4.476022005081177,1333,269,222
20000,4.5366363525390625,2265,387,244
20000,4.385362863540649,9544,618,140
20000,4.498905897140503,9449,6891,3977
20000,4.451994895935059,14219,10301,18
20000,4.243580341339111,15710,3531,3433
20000,4.4219372272491455,12283,7571,2802
20000,4.437659978866577,16475,15912,991
20000,4.525094985961914,11050,9285,3952
20000,4.5000245571136475,11231,4957,3109
20000,4.473894357681274,2857,688,599
20000,4.369020700454712,11677,1660,779
20000,4.391316890716553,14370,12801,2499
20000,4.430661916732788,13427,7114,5152
20000,4.351976633071899,7644,6574,3647
20000,4.517655849456787,3445,1765,211
20000,4.417776584625244,11331,7120,2435
20000,4.36240291595459,7251,846,147
20000,4.36935830116272,18190,11386,6539
20000,4.281565427780151,909,827,668
20000,4.394766807556152,1959,484,332
20000,4.4357593059539795,12292,5214,1263
20000,4.424535512924194,12407,6162,5492
20000,4.391343355178833,15824,1615,1358
20000,4.4638190269470215,19204,354,323
20000,4.2714524269104,19322,278,120
20000,4.412746429443359,11364,306,53
20000,4.462137699127197,2540,736,329
20000,4.36654257774353,17096,4225,1468
20000,4.5250773429870605,7889,256,180
20000,4.425530195236206,5852,5794,2473
20000,4.403790712356567,8732,5710,847
20000,4.372147560119629,2700,297,259
20000,4.354959964752197,12103,5044,77
20000,4.4336628913879395,352,318,162
20000,4.3019421100616455,4436,4094,760
20000,4.438705682754517,4627,1916,303
20000,4.50072717666626,9266,6151,4822
20000,4.357935190200806,11800,357,319
20000,4.338245630264282,4575,645,489
20000,4.378351211547852,15253,5647,4652
20000,4.398606538772583,4070,2112,771
20000,4.452285528182983,16137,8715,7342
20000,4.387699842453003,10306,8624,645
20000,4.384267568588257,10655,4798,3998
20000,4.4506003856658936,6603,261,78
20000,4.355405569076538,12017,8135,7865
20000,4.436773300170898,12893,2512,1748
20000,4.372914552688599,19738,14334,7969
20000,4.487107276916504,5710,2773,135
20000,4.352519273757935,19263,2539,643
20000,4.320406436920166,12935,5835,2357
